Creole,English
Ah jus' chillin' with mih friends, I'm just hanging out with my friends
We havin' ah good ole time, We're having a great time
Waz de lime for de weekend?, What are the plans for the weekend?
Waz de scoop for de day?, What are the plans for the day?
De party was a rel bacchanal, The party was a real wild time
Ah stop by de doubles man, I bought some doubles from the vendor
Ah gettin' ready for de lime, I'm getting ready to hang out
Waz de plan for de afternoon?, What are the plans for the afternoon?
She is ah real bess lime, She's a great hangout
Yuh have any ah dem rotis?, Do you have any of those rotis?
We on ah whole next level, We're on a different level
Waz de flavor of de bake?, What's the flavor of the bake?
Ah deh on ah good one, I'm in a great mood
Yuh hear dat new soca hit?, Did you hear that new soca hit?
Ah stop by de food truck, I stopped by the food truck
Oo dawg yuh goin de lime lata owa,"Hey, are you going to the hangout later or what?"
Lewwe press ,Let's go
Lewwe go and lime,Let's go hangout
Oo dawg yuh know any gud liming spots,"Hey, do you know any good hangout spots?"
Dat liming spot is de best place wit vibes,That hangout spot is the best place with vibes
if yuh wah ah gud liming spot go dey,"If you want a good hangout spot, go there"
sandy grandy have de best food,Sangre Grande has the best food
sando have de best liming spots,San Fernando has the best hangout spots
"sawa is dangerous, doh go dey","San Juan is dangerous, don't go there"
shaguanas,Chaguanas
shaguanas have de most traffic,Chaguanas has the most traffic
shaguanas have the best schools,Chaguanas has the best schools
"shaguanas have plenty traffic, especially in de evening","Chaguanas has the most traffic, especially in the evening"
Lewwe go tobago and lime for ah weekend,Let's go Tobago and hangout for a weekend
Lewwe plan a lime ,Let's plan to hangout
Tobago is de bess place to lime,Tobago is the best place to hangout
ah thinkin bout startin ah business,I'm thinking about starting a business
Yuh have any gud business idea owa,Do you have any good business ideas?
"We cud prolly start ah business, sellin juice","We can probably start a business, selling juice"
Yuh cud sell juice and ah go sell plum,You can sell juice and I will sell plum
"We cud sell kurma too, dat does make rhell money","We can sell kurma too, that makes a lot of money"
Ah have ah idea dat cud make rhell money,I have an idea that could make a lot of money
Yuh making rhell money wuking dat job,You're making a lot of money working at that job
"plenty jobs cud make yuh rhell money, yuh just have tuh wuk hard","Plenty jobs can make you a lot of money, you just have to work hard"
Dat car ova dey rhell bad ,That car over there is really cool
Your car rhell bad dawg,Your car is really cool
allyuh rhelly need to go tuh school,You all really need to go to school
Allyuh need to behave ,You all need to behave 
"Allyuh geh ready, we leavin here now","You all get ready, we are leaving here now"
Wat allyuh wah tuh eat,What do you all want to eat
Allyuh wah go by sando for food?,Do you all want to go San Fernando for food?
Allyuh think dis issa gud idea?,Do you all think this is a good idea?
Wat allyuh think about dis?,What do you all think about this?
Yuh think dat making any sense?,You think that's making any sense?
Ah fedup with allyuh,I am fedup with everybody
Allyuh wah go to de lime dis weekend?,Do you all want to go to the lime this weekend?
Ah have rhell money in my bank account,I have a lot of money in my bank account
"shaguanas rhell loud and noisy, i not goin dey","Chaguanas is really loud and noisy, I'm not going there"
sandy grandy is full of rhell cars and people,Sangre Grande is full a lot of cars and people
sando is one of de biggest cities in trinidad,San Fernando is one of the biggest cities in Trinidad
Yuh think it have rhell traffic in shaguanas now?,Do you think it has a lot of traffic in Chaguanas now?
"Ah think is bess we go sandy grandy instead, it have betta food","I think it's best we go Sangre Grande instead, it has better food"
Which place allyuh think have de bess food?,Which place do you all think the best food?
Ah have rhell work to do wen ah go home,I have a lot of work to do when I get home
"Allyuh, ah goin to graduate next week ","Everyone, I'm going to graduate next week"
Do any of allyuh believe in God?,Do any of you all believe in God?
"Ah see meh neighbour yesterday, dey was by de bar","I saw my neighbour yesterday, they were by the bar"
Yunno how long meen see you,You know how long I ain't you
"Meeno wey sandy grandy is, all I know is dat place far","I don't know where Sangre Grande is, all I know is that it's far"
"Meeno bai, I just takin it one day at ah time","I don’t know, I'm just taking it one day at a time"
Allyuh know how tuh get tuh sando?,Do you all know how to get to San Fernando?
"I dunno any gud liming spots, if you find one lemme know","I don't know any good liming spots, if you find one let me know"
"Meeno if shaguanas have traffic, buh meen goin dey","I don't know if Chaguanas has traffic, but I'm not going there"
Ah feeling for ah hot doubles,I am in the mood for a hot doubles
Buh wais dis,But what is this?
Nah meen goin shaguanas again,"No, I'm not going to Chaguanas again"
Nah meeno wat he name is,"No, I don't know what his name is"
Yuh feel yuh smart,You think you're smart?
ah see him buh we neva talk,"I saw him, but we never spoke"
bring de rum,Bring the rum
Wey yuh mudda gone,Where did your mom go?
ah see ah chinee by de bar,I saw a Chinese person at the bar
yuh mudda eh clean,Your mother didn't clean
ah had sum fun in Maracas,I had some fun in Maracas
wah yuh wah fuh christmas,What do you want for Christmas?
ah gih yuh land,I gave you land
Ah gih yuh fridge,I gave you a fridge
Buh christmas time iz comin,But Christmas time is coming
Ah wah meh breakfast in mih bed,I want my breakfast in my bed
Ah geh yuh bed ,I gave you a bed
Ah buy yuh car,I bought you a car
Gimme all dat I can tink of,Give me all that I can think of
Dis iz ah time fuh sharin,This is a time for sharing
Dis place rhell hot bai,This place is really hot
D rain falling hard,The rain is falling
Iz christmas again,It's Christmas again
Y iz christmas day yuh choose,Why is it Christmas day you chose?
now ah faced wit dis problm,Now I'm faced with this problem
Look ppl laughin,Look people are laughing
wah ah go do,What will I do?
Gyal yuh have meh so confused,Girl you have me so confused
Dat eh wukkin here tn,That's not working here tonight
Dat iz yuh family,That is your family
Ah ketch yuh cookin,I caught you cooking
Ah ketch yuh playin in de room,I caught you playing in the room
Yuh rhell lazy bai,You are really lazy
"Latas dey, ah goin out","Goodbye, I'm going out"
lata ,Goodbye
ah go see yuh lata,I'll see you later
Ah go see yuh by d river,I'll see you by the river
ah go see ,I'll see
Yuh go see if he playin outside,You'll see if he's playing outside
Aggo tell yuh lata,I'll tell you later
aggo make sure yuh have sumn tuh eat,I'll make sure you have something to eat
"Aggo cook lata, wen ah reach home","I'll cook later, when I reach home"
Dis making meh feel tuh cry,This is making me feel to cry
ah wud neva do dat tuh you,I would never do that to you
"Yuh go make it, doh worry","You'll make it, don't worry"
De party waz rhell vibes,The party had a great atmosphere
Ah love how yuh does cook,I love how you cook
Ah go bring ah lil snack for we,I'll bring a little snack for us
She geh ah new hairstyle,She got a new hairstyle
Ah see yuh limin by d bar,I saw you hanging out at the bar
Ah tink we should link up lata,I think we should meet up later
Yuh doh understand meh point of view,You don't understand my point of view
Ah tink we should go beach tmr,I think we should go to the beach tomorrow
We goin and lime by d river bank,We're going to hangout by the river bank
She always in meh business,She's always in my business
Ah dey by mih grandmother for de weekend,I'm at my grandmother's for the weekend
Ah cyah believe yuh doh like chocolate cake,I can�t believe you don�t like chocolate cake
Yuh ever climb Maracas waterfall?,Have you ever climbed Maracas waterfall?
Ah go fix dat ting fuh yuh tmr,I'll fix that thing for you tomorrow
Yuh see de sunset by de beach?,You saw the sunset by the beach?
Dis place rhell nostalgic fuh meh,This place is really nostalgic for me
Yuh should try ah doubles by de corner,You should try a doubles by the corner
Ah doh know what she sayin half de time,I don't know what she's saying half of the time
ah lookin fuh ah wife,I'm looking for a wife
ah feeling tuh put sumn in yuh mouth,I'm feeling to put something in your mouth
gimme mih brush ,Give me my brush
Ah wah meh brush ,I want my brush
trini iz de best,Trinidad is the best
ah luv tuh speak creole,I love to speak Creole
ah doh feel ah cud make,I don't feel I can make
dem gyal rhell nice,Those girls are really nice
dem men doh know wat tuh do,Those men don't know what to do
ah watchin rhell movies,I'm watching a lot of movies
how dat happn,How did that happen?
Buh wam tuh you?,"But, what's wrong with you?"
ah fedup type all dese words,I am fedup of typing all these words
Wen ah go see yuh again,When will I see you again
You rhell like doubles bai,You really like doubles
come lewwe study together,Come let's study together
ah studyin fuh meh exam tmr,I'm studying for my exam tomorrow
Ah fedup wit allyuh,I'm fedup with everyone
ah doin skool wuk,I'm doing school work
allyuh tinkin ,Are you all thinking?
ah see plenty dog by de road in sando,I saw plenty dogs by the road in San Fernando
plenty ah allyuh does lie ,A lot of y'all lie
Lewwe plan a next lime,Let's plan another hangout
Tobago is de ultimate lime spot,Tobago is the ultimate hangout spot
Ah considering startin' a hustle,I'm considering starting a hustle
Any gud business ideas yuh have?,Do you have any good business ideas?
"We cud sell juice, plum, and kurma","We could sell juice, plum, and kurma"
Ah have ah money-making idea,I have a money-making idea
Dat job making yuh rhell money,That job is making you a lot of money
"Plenty jobs making rhell money, just hustle hard","Plenty jobs can make a lot of money, just hustle hard"
Dat car ova dey rhell cool,That car over there is really cool
Yuh car lookin rhell good,Your car is looking really good
Allyuh needs tuh hit de books,Everyone needs to hit the books
"Behave yuhselves, allyuh","Behave yourselves, everyone"
"Get ready, we leaving now","Get ready, we're leaving now"
Wat allyuh feeling for eat?,What do you all feel like eating?
Allyuh ready to lime in Sando?,Are you all ready to hangout in San Fernando?
Allyuh think this a good idea?,Do you all think this is a good idea?
Wat allyuh think 'bout dis?,What do you all think about this?
Yuh think dat making sense?,Do you think that makes sense?
"Fed up with allyuh, I swear","Fed up with everyone, I swear"
Allyuh want to lime dis weekend?,Do you all want to hangout this weekend?
Ah have rhell money in meh bank,I have a lot of money in my bank
"Sando too noisy, not going dey","San Fernando is too noisy, not going there"
Sandy Grandy full ah cars and people,Sangre Grande is full of cars and people
Sando one of de biggest cities,San Fernando is one of the biggest cities
Think it have traffic in Shaguanas now?,Think there's traffic in Chaguanas now?
"Best we go Sandy Grandy, better food","Best we go Sangre Grande, better food"
Which place allyuh think got de best food?,Which place do you all think has the best food?
Have rhell work to do when ah reach home,Have a lot of work to do when I reach home
"Graduating next week, allyuh","Graduating next week, everyone"
Any of allyuh believe in God?,Do any of you all believe in God?
"Ah go Tobago soon, allyuh comin'?","I'm going to Tobago soon, are you all coming?"
"Allyuh, we should plan ah beach lime","Everyone, we should plan a beach hangout"
Tobago beaches de best for liming,Tobago beaches are the best for hanging out
Ah thinking 'bout starting ah side hustle,I'm thinking about starting a side hustle
Yuh have any gud hustle ideas?,Do you have any good hustle ideas?
"We could start ah business, maybe a food stand","We could start a business, maybe a food stand"
"Yuh cud sell doubles, ah cud sell snow cones","You could sell doubles, and I could sell snow cones"
We cud hustle some good money,We could hustle some good money
Ah have dis idea dat could make real money,I have this idea that could make a lot of money
Yuh making real money with dat job,You're making a lot of money with that job
"Plenty jobs could make real money, just work hard","Plenty jobs can make a lot of money, just work hard"
Dat car over dey real flashy,That car over there is really flashy
"Your car looking sharp, bai","Your car is looking sharp, bro"
Everyone should get a good education,Everyone should get a good education
"Allyuh, behave yourselves in school","Everyone, behave yourselves in school"
"Allyuh, get ready, we leaving now","Everyone, get ready, we're leaving now"
Wat allyuh want to eat?,What do you all want to eat?
Allyuh feeling for some Sando food?,Are you all feeling for some San Fernando food?
"Allyuh, think this a good plan?","Everyone, think this is a good plan?"
Wat allyuh thinking 'bout dis?,What are you all thinking about this?
Yuh think dis making sense?,Do you think this makes sense?
Ah fed up with all ah yuh,I am fed up with all of you
"Allyuh, want to lime dis weekend?",Do you all want to hangout this weekend?
Ah have real money in meh bank account,I have real money in my bank account
"Shaguanas too loud, meen going dey","Chaguanas is too loud, I'm not going there"
Yuh think it have real traffic in Shaguanas now?,Do you think there's real traffic in Chaguanas now?
"Ah think we should go Sandy Grandy, better food","I think we should go to Sangre Grande, better food"
Which place allyuh think have the best food?,Which place do you all think has the best food?
Ah have real work to do when ah reach home,I have real work to do when I get home
"Allyuh, ah graduating next week","Everyone, I'm graduating next week"
"Ah see meh neighbour yesterday, dey was by de bar","I saw my neighbor yesterday, they were by the bar"
Yunno how long me ain't see you,You know how long I haven't seen you
"Meen know where Sandy Grandy dey, but I know it far","I don't know where Sangre Grande is, but I know it's far"
"Meen know, bai, just taking it one day at a time","I don't know, bro, just taking it one day at a time"
Allyuh know how to get to Sando?,Do you all know how to get to San Fernando?
"Meen know any good liming spots, if you find one, tell me","I don't know any good hangout spots, if you find one, tell me"
"Meen know if Shaguanas have traffic, meen going dey","I don't know if Chaguanas has traffic, I'm not going there"
"Allyuh, leh we take a drive and explore","Everyone, let's take a drive and explore"
Yuh know any quiet spots to relax?,Do you know any quiet spots to relax?
Dat quiet park is perfect for a lime,That quiet park is perfect for a hangout
"If yuh craving seafood, go to Maracas","If you're craving seafood, go to Maracas"
Maracas beach have the best shark and bake,Maracas beach has the best shark and bake
"Tunapuna have de best doubles, try it","Tunapuna has the best doubles, try it"
Ah hear Valencia have a hidden waterfall,I heard Valencia has a hidden waterfall
Lewwe plan a road trip up the North Coast,Let's plan a road trip up the North Coast
"If yuh in de mood for history, visit Fort George","If you're in the mood for history, visit Fort George"
Fort George has a breathtaking view of Port of Spain,Fort George has a breathtaking view of Port of Spain
Lewwe organize ah lime at Queen's Park Savannah,Let's organize a hangout at Queen's Park Savannah
Queen's Park Savannah is perfect for a picnic,Queen's Park Savannah is perfect for a picnic
"Allyuh, de Savannah is alive with culture","Everyone, the Savannah is alive with culture"
